Mean,Standard deviation,Max,Min,RMS,Energy,Peak-to-peak,Zero-crossing rate,label
80.513,3.64,89.822,71.747,80.595,6495.571,18.075,0.236,BENDING
71.165,5.929,85.67,58.151,71.412,5099.643,27.519,0.189,BENDING
92.929,3.382,101.195,85.501,92.991,8647.236,15.694,0.15,BENDING
23.109,2.751,29.506,15.465,23.272,541.572,14.041,0.488,STRAIGHT
92.202,6.169,102.9,78.819,92.408,8539.321,24.082,0.11,BENDING
85.776,6.594,101.105,75.359,86.029,7401.073,25.746,0.047,BENDING
21.506,2.844,26.474,15.633,21.694,470.617,10.841,0.118,STRAIGHT
83.966,3.876,91.684,75.13,84.055,7065.235,16.554,0.189,BENDING
90.424,5.934,102.686,77.008,90.619,8211.724,25.677,0.228,BENDING
29.932,4.073,39.844,22.073,30.208,912.508,17.771,0.268,STRAIGHT
97.125,5.516,108.116,83.599,97.281,9463.61,24.517,0.236,BENDING
24.382,3.531,32.535,16.393,24.637,606.959,16.141,0.181,STRAIGHT
32.88,3.025,40.646,24.218,33.019,1090.242,16.428,0.291,STRAIGHT
74.461,4.916,91.711,63.728,74.623,5568.53,27.982,0.362,BENDING
72.889,5.572,85.553,57.497,73.101,5343.806,28.056,0.126,BENDING
53.371,6.114,66.281,40.515,53.72,2885.868,25.766,0.126,RETURNING
89.279,8.209,109.149,70.802,89.656,8038.149,38.347,0.173,BENDING
90.062,4.88,99.146,79.96,90.194,8134.98,19.186,0.197,BENDING
61.112,4.223,70.17,50.403,61.257,3752.477,19.767,0.244,RETURNING
96.304,5.815,110.801,84.536,96.479,9308.2,26.265,0.157,BENDING
88.832,7.935,106.084,73.375,89.185,7954.031,32.709,0.213,BENDING
65.107,3.581,75.982,57.617,65.206,4251.793,18.365,0.291,RETURNING
28.853,4.387,39.509,18.872,29.184,851.717,20.637,0.173,STRAIGHT
71.573,7.658,88.258,55.478,71.981,5181.293,32.78,0.181,BENDING
75.664,7.682,94.471,55.745,76.052,5783.976,38.726,0.22,BENDING
51.539,4.287,60.861,43.336,51.717,2674.619,17.525,0.362,RETURNING
28.174,3.912,36.204,20.892,28.445,809.108,15.312,0.126,STRAIGHT
77.771,5.537,88.775,65.587,77.968,6078.99,23.188,0.173,BENDING
51.788,3.421,61.841,45.097,51.901,2693.715,16.744,0.205,RETURNING
76.501,4.517,86.583,65.216,76.634,5872.8,21.367,0.283,BENDING
50.345,4.488,61.151,39.006,50.545,2554.78,22.145,0.315,RETURNING
72.52,5.22,84.464,62.637,72.708,5286.468,21.827,0.26,BENDING
29.222,3.509,37.418,19.323,29.432,866.234,18.095,0.346,STRAIGHT
53.087,3.817,64.183,41.382,53.224,2832.835,22.801,0.236,RETURNING
84.254,3.472,92.479,73.55,84.326,7110.818,18.93,0.339,BENDING
61.509,3.989,70.738,51.946,61.638,3799.207,18.792,0.236,RETURNING
91.403,4.333,100.518,78.949,91.505,8373.227,21.568,0.283,BENDING
26.167,3.74,33.714,17.581,26.433,698.709,16.133,0.228,STRAIGHT
86.036,6.491,99.457,73.087,86.28,7444.305,26.37,0.11,BENDING
53.814,5.033,65.168,42.411,54.049,2921.319,22.757,0.181,RETURNING
53.646,3.921,61.369,45.345,53.789,2893.281,16.024,0.157,RETURNING
69.749,9.116,89.021,52.909,70.342,4947.969,36.111,0.157,BENDING
73.183,7.0,88.791,59.919,73.517,5404.771,28.871,0.165,BENDING
83.321,4.277,93.365,73.601,83.431,6960.75,19.764,0.244,BENDING
41.737,4.077,52.387,33.302,41.935,1758.571,19.085,0.142,RETURNING
31.125,3.544,41.767,23.237,31.326,981.317,18.53,0.299,STRAIGHT
30.185,4.654,41.353,22.302,30.542,932.79,19.05,0.142,STRAIGHT
94.908,4.427,103.929,87.937,95.011,9027.176,15.992,0.071,BENDING
58.123,5.746,71.758,44.641,58.407,3411.326,27.117,0.165,RETURNING
36.495,6.613,50.055,22.514,37.089,1375.588,27.541,0.118,RETURNING
80.622,7.088,93.565,66.738,80.933,6550.083,26.827,0.079,BENDING
41.677,4.919,53.388,32.257,41.966,1761.154,21.131,0.118,RETURNING
16.673,2.186,21.824,11.767,16.816,282.781,10.056,0.11,STRAIGHT
65.955,3.708,72.739,57.22,66.059,4363.786,15.519,0.283,RETURNING
85.253,4.667,96.212,75.769,85.38,7289.81,20.443,0.071,BENDING
32.275,3.429,38.147,26.069,32.456,1053.416,12.078,0.11,STRAIGHT
27.845,3.348,35.937,20.097,28.046,786.56,15.84,0.291,STRAIGHT
68.027,5.81,84.159,52.959,68.275,4661.449,31.199,0.323,BENDING
62.684,3.954,71.449,53.833,62.809,3944.928,17.616,0.362,RETURNING
28.997,4.393,41.935,18.393,29.328,860.103,23.542,0.173,STRAIGHT
29.512,4.599,40.826,18.859,29.868,892.104,21.967,0.236,STRAIGHT
90.107,5.542,101.211,75.934,90.277,8150.007,25.277,0.197,BENDING
72.316,7.07,88.702,58.214,72.661,5279.597,30.488,0.11,BENDING
49.278,4.716,57.349,38.502,49.503,2450.585,18.848,0.134,RETURNING
46.698,5.0,59.75,35.039,46.965,2205.727,24.712,0.213,RETURNING
51.442,1.725,54.785,47.979,51.471,2649.306,6.806,0.197,RETURNING
22.159,2.698,27.807,16.14,22.323,498.304,11.666,0.189,STRAIGHT
37.745,3.228,44.582,28.756,37.883,1435.102,15.826,0.299,STRAIGHT
55.516,5.113,65.347,42.048,55.751,3108.195,23.299,0.134,RETURNING
28.53,1.97,32.889,23.668,28.598,817.852,9.221,0.449,STRAIGHT
55.974,2.984,62.302,49.293,56.053,3141.958,13.01,0.346,RETURNING
